,verse,sentiment
Genesis 18:21,bad outcry reach know,-0.7717
Genesis 18:22,man turn away go sodom abraham remain stand,0.0
Genesis 18:23,abraham approach say sweep away righteous wicked,-0.5267
Genesis 18:24,righteous people city sweep away sparee place sake righteous people,0.0
Genesis 18:25,far thing kill righteous wicked treat righteous wicked alike far judge earth right,-0.8689
Genesis 18:26,lord say find righteous people city sodom spare place sake,0.0
Genesis 18:27,abraham speak bold speak lord dust ashe,0.3818
Genesis 18:28,number righteous destroy city lack people find say destroy,-0.8402
Genesis 18:29,speak find say sake,0.0
Genesis 18:30,say lord angry let speak thirty find answer find thirty,-0.5106
Genesis 18:31,abraham say bold speak lord find say sake destroy,-0.2263
Genesis 18:32,say lord angry let speak find answer sake destroy,-0.7783
Genesis 18:33,lord finish speak abraham leave abraham return home,-0.0516
Genesis 19:1,angel arrive sodom evening lot sit gateway city see get meet bow face ground,0.0
Genesis 19:2,lord say turn aside servant house wash foot spend night way early morning answer spend night square,0.0
Genesis 19:3,insist strongly enter house prepare meal bake bread yeast eat,0.2732
Genesis 19:4,go bed man city sodom young old surround house,0.0
Genesis 19:5,call lot man come tonight bring sex,0.0
Genesis 19:6,lot go outside meet shut door,0.0
Genesis 19:7,say friend wicked thing,-0.0516
Genesis 19:8,look daughter sleep man let bring like man come protection roof,0.3612
Genesis 19:9,way reply fellow come foreigner want play judge treat bad keep bring pressure lot move forward break door,-0.0772
Genesis 19:10,man inside reach pull lot house shut door,0.0258
Genesis 19:11,strike man door house young old blindness find door,-0.128
Genesis 19:12,man say lot son law son daughter city belong,0.0
Genesis 19:13,go destroy place outcry lord people great send destroy,-0.7351
Genesis 19:14,lot go speak son law pledge marrya daughter say hurry place lord destroy city son law think joke,-0.3182
Genesis 19:15,coming dawn angel urge lot say hurry wife daughter sweep away city punish,-0.5267
Genesis 19:16,hesitate man grasp hand hand wife daughter lead safely city lord merciful,0.8176
Genesis 19:17,soon bring say flee life look stop plain flee mountain sweep away,-0.296
Genesis 19:18,lot say lord b,0.0
Genesis 19:19,yourc servant find favor yourd eye youe show great kindness spare life flee mountain disaster overtake die,0.2023
Genesis 19:20,look town near run small let flee small life spare,0.0
Genesis 19:21,say grant request overthrow town speak,0.3612
Genesis 19:22,flee quickly reach town call,0.0258
Genesis 19:23,time lot reach zoar sun rise land,0.0258
Genesis 19:24,lord rain burn sulfur sodom gomorrah lord heaven,0.5106
Genesis 19:25,overthrow city entire plain destroy live city vegetation land,-0.5423
Genesis 19:26,lot wife look pillar salt,0.0
Genesis 19:27,early morning abraham get return place stand lord,0.0
Genesis 19:28,look sodom gomorrah land plain see dense smoke rise land like smoke furnace,0.3612
Genesis 19:29,god destroy city plain remember abraham bring lot catastrophe overthrow city lot live,-0.7783
Genesis 19:30,lot daughter leave zoar settle mountain afraid stay zoar daughter live cave,-0.0516
Genesis 19:31,day old daughter say young father old man child custom earth,0.0
Genesis 19:32,let father drink wine sleep preserve family line father,0.0
Genesis 19:33,night get father drink wine old daughter go sleep aware lie get,0.0
Genesis 19:34,day old daughter say young night sleep father let drink wine tonight sleep preserve family line father,0.0
Genesis 19:35,get father drink wine night young daughter go sleep aware lie get,0.0
Genesis 19:36,lot daughter pregnant father,0.0
Genesis 19:37,old daughter son name moabg father moabites today,0.0
Genesis 19:38,young daughter son name ben ammih father ammonitesi today,0.0
Genesis 20:1,abraham move region negev live kadesh shur stay gerar,0.0
Genesis 20:2,abraham say wife sarah sister abimelek king gerar send sarah take,0.0
Genesis 20:3,god come abimelek dream night say good dead woman take married woman,0.1779
Genesis 20:4,abimelek go near say lord destroy innocent nation,-0.2732
Genesis 20:5,sister brother clear conscience clean hand,0.8176
Genesis 20:6,god say dream yes know clear conscience keep sin let touch,0.5859
Genesis 20:7,return man wife prophet pray live return sure belong die,-0.0772
Genesis 20:8,early morning abimelek summon official tell happen afraid,0.0
Genesis 20:9,abimelek call abraham say wrong bring great guilt kingdom thing,-0.0258
Genesis 20:10,abimelek ask abraham reason,0.0
Genesis 20:11,abraham reply say surely fear god place kill wife,-0.5994
Genesis 20:12,sister daughter father mother wife,0.0
Genesis 20:13,god wander father household say love brother,0.743
Genesis 20:14,abimelek bring sheep cattle male female slave give abraham return sarah wife,0.0
Genesis 20:15,abimelek say land live like,0.3612
Genesis 20:16,sarah say give brother thousand shekelsa silver cover offense completely vindicate,-0.1045
Genesis 20:17,abraham pray god god heal abimelek wife female slave child,0.6705
Genesis 20:18,lord keep woman abimelek household conceive abraham wife sarah,0.0
Genesis 21:1,lord gracious sarah say lord sarah promise,0.7096
Genesis 21:2,sarah pregnant bear son abraham old age time god promise,0.5267
Genesis 21:3,abraham give isaaca son sarah bear,0.0
Genesis 21:4,son isaac day old abraham circumcise god command,0.2732
Genesis 21:5,abraham year old son isaac bear,0.0
Genesis 21:6,sarah say god bring laughter hear laugh,0.836
Genesis 21:7,add say abraham sarah nurse child bear son old age,0.0
Genesis 21:8,child grow wean day isaac wean abraham hold great feast,0.6249
Genesis 21:9,sarah see son hagar egyptian bear abraham mock,-0.4215
Genesis 21:10,say abraham rid slave woman son woman son share inheritance son isaac,0.296
Genesis 21:11,matter distress abraham greatly concern son,-0.5106
Genesis 21:12,god say distressed boy slave woman listen sarah tell isaac offspringb reckon,-0.1779
Genesis 21:13,son slave nation offspring,0.0
Genesis 21:14,early morning abraham take food skin water give hagar set shoulder send boy go way wander desert beersheba,0.0
Genesis 21:15,water skin go boy bush,0.0
Genesis 21:16,go sit bowshot away think watch boy die sit shec begin sob,-0.7096
Genesis 21:17,god hear boy cry angel god call hagar heaven say matter hagar afraid god hear boy cry lie,0.3612
Genesis 21:18,lift boy hand great nation,0.8074
Genesis 21:19,god open eye see water go fill skin water give boy drink,0.2732
Genesis 21:20,god boy grow live desert archer,0.2732
Genesis 21:21,live desert paran mother get wife egypt,0.0
Genesis 21:22,time abimelek phicol commander force say abraham god,0.2732
Genesis 21:23,swear god deal falsely child descendant country reside foreigner kindness show,0.5994
Genesis 21:24,abraham say swear,-0.0516
Genesis 21:25,abraham complain abimelek water abimelek servant seize,-0.3612
Genesis 21:26,abimelek say know tell hear today,0.0
Genesis 21:27,abraham bring sheep cattle give abimelek man treaty,0.0
Genesis 21:28,abraham set apart seven ewe lamb flock,0.0
Genesis 21:29,abimelek ask abraham meaning seven ewe lamb set apart,0.0
Genesis 21:30,reply accept seven lamb hand witness dig,0.7003
Genesis 21:31,place call beersheba d man swear oath,-0.0516
Genesis 21:32,treaty beersheba abimelek phicol commander force return land philistines,0.0
Genesis 21:33,abraham plant tamarisk tree beersheba call lord eternal god,0.2732
Genesis 21:34,abraham stay land philistines long time,0.0
Genesis 22:1,time later god test abraham say abraham reply,0.2732
Genesis 22:2,god say son son love isaac region moriah sacrifice burn offering mountain,0.743
Genesis 22:3,early morning abraham get load donkey take servant son isaac cut wood burn offering set place god tell,0.0
Genesis 22:4,day abraham look see place distance,0.0
Genesis 22:5,say servant stay donkey boy worship come,0.296
Genesis 22:6,abraham take wood burn offering place son isaac carry fire knife go,-0.34
Genesis 22:7,isaac speak say father abraham father yes son abraham reply fire wood isaac say lamb burn offering,0.0772
Genesis 22:8,abraham answer god provide lamb burn offering son go,0.2732
Genesis 22:9,reach place god tell abraham build altar arrange wood bind son isaac lay altar wood,0.296
Genesis 22:10,reach hand take knife slay son,0.5106
Genesis 22:11,angel lord call heaven abraham abraham reply,0.5106
Genesis 22:12,lay hand boy say know fear god withhold son son,0.2732
Genesis 22:13,abraham look thicket see rama catch horn go take ram sacrifice burn offering instead son,0.0
Genesis 22:14,abraham call place lord provide day say mountain lord provide,0.0
Genesis 22:15,angel lord call abraham heaven second time,0.5106
Genesis 22:16,say swear declare lord withhold son son,-0.0516
Genesis 22:17,surely bless descendant numerous star sky sand seashore descendant possession city enemy,0.296
Genesis 22:18,offspringb nation earth bless c obey,0.4215
Genesis 22:19,abraham return servant set beersheba abraham stay beersheba,0.0
Genesis 22:20,time later abraham tell milkah mother bear son brother nahor,0.0
Genesis 22:21,uz firstborn buz brother kemuel father aram,0.0
Genesis 22:22,kesed hazo pildash jidlaph bethuel,0.0
Genesis 22:23,bethuel father rebekah milkah bear son abraham brother nahor,0.0
Genesis 22:24,concubine reumah son tebah gaham tahash maakah,0.0
Genesis 23:1,sarah live seven year old,0.0
Genesis 23:2,die kiriath arba hebron land canaan abraham go mourn sarah weep,-0.886
Genesis 23:3,abraham rise dead wife speak say,-0.6486
Genesis 23:4,foreigner stranger sell property burial site bury dead,-0.6486
Genesis 23:5,hittites reply abraham,0.0
Genesis 23:6,sir listen mighty prince bury dead choice tomb refuse tomb bury dead,-0.8957
Genesis 23:7,abraham rise bow people land hittites,0.0
Genesis 23:8,say willing let bury dead listen intercede ephron son zohar behalf,-0.6486
Genesis 23:9,sell cave machpelah belong end field ask sell price burial site,0.0
Genesis 23:10,ephron hittite sit people reply abraham hearing hittites come gate city,0.0
Genesis 23:11,lord say listen giveb field givec cave give presence people bury dead,-0.6486
Genesis 23:12,abraham bow people land,0.0
Genesis 23:13,say ephron hearing listen pay price field accept bury dead,-0.4767
Genesis 23:14,ephron answer abraham,0.0
Genesis 23:15,listen lord land worth shekelse silver bury dead,-0.5267
Genesis 23:16,abraham agree ephron term weigh price name hearing hittites shekel silver accord weight current merchant,0.3612
Genesis 23:17,ephron field machpelah near mamre field cave tree border field deede,0.0
Genesis 23:18,abraham property presence hittites come gate city,0.0
Genesis 23:19,afterward abraham bury wife sarah cave field machpelah near mamre hebron land canaan,0.0
Genesis 23:20,field cave deede abraham hittites burial site,0.0
Genesis 24:1,abraham old lord bless way,0.4215
Genesis 24:2,say senior servant household charge hand thigh,0.4939
Genesis 24:3,want swear lord god heaven god earth wife son daughter canaanites live,0.765
Genesis 24:4,country relative wife son isaac,0.0
Genesis 24:5,servant ask woman unwilling come land shall son country come,0.0
Genesis 24:6,sure son abraham say,0.3182
Genesis 24:7,lord god heaven bring father household native land speak promise oath say offspringa send angel wife son,0.7717
Genesis 24:8,woman unwilling come release oath son,0.0
Genesis 24:9,servant hand thigh master abraham swear oath concern matter,0.4767
Genesis 24:10,servant leave take master camel load kind good thing master set aram naharaimb way town nahor,0.7269
Genesis 24:11,camel kneel near outside town evening time woman draw water,0.0
Genesis 24:12,pray lord god master abraham successful today kindness master abraham,0.8807
Genesis 24:13,stand spring daughter townspeople come draw water,0.0
Genesis 24:14,young woman let jar drink say drink water camel choose servant isaac know show kindness master,0.4588
Genesis 24:15,finish pray rebekah come jar shoulder daughter bethuel son milkah wife abraham brother nahor,0.3182
Genesis 24:16,woman beautiful virgin man sleep go spring fill jar come,0.5994
Genesis 24:17,servant hurry meet say little water jar,0.0
Genesis 24:18,drink lord say quickly lower jar hand give drink,0.25
Genesis 24:19,give drink say draw water camel drink,0.0
Genesis 24:20,quickly empty jar trough run draw water draw camel,-0.2023
Genesis 24:21,say word man watch closely learn lord journey successful,0.5859
Genesis 24:22,camel finish drink man take gold nose ring weigh bekac gold bracelet weigh,0.0
Genesis 24:23,ask daughter tell room father house spend night,0.0
Genesis 24:24,answer daughter bethuel son milkah bore nahor,-0.25
Genesis 24:25,add plenty straw fodder room spend night,0.0
Genesis 24:26,man bow worship lord,0.296
Genesis 24:27,say praise lord god master abraham abandon kindness faithfulness master lord lead journey house master relative,0.8271
Genesis 24:28,young woman run tell mother household thing,0.0
Genesis 24:29,rebekah brother name laban hurry man spring,0.0
Genesis 24:30,soon see nose ring bracelet sister arm hear rebekah tell man say go man find stand camel near spring,0.0
Genesis 24:31,come bless lord say stand prepare house place camel,0.4215
